book,chapter,verse,modern_text
Psalms,145,21,My mouth will speak the praise of Yahweh. Let all flesh bless his holy name forever and ever.
Psalms,146,1,"Praise Yah! Praise Yahweh, my soul."
Psalms,146,2,"While I live, I will praise Yahweh. I will sing praises to my God as long as I exist."
Psalms,146,3,"Don’t put your trust in princes, each a son of man in whom there is no help."
Psalms,146,4,"His spirit departs, and he returns to the earth. In that very day, his thoughts perish."
Psalms,146,5,"Happy is he who has the God of Jacob for his help, whose hope is in Yahweh, his God:"
Psalms,146,6,"who made heaven and earth, the sea, and all that is in them; who keeps truth forever;"
Psalms,146,7,who executes justice for the oppressed; who gives food to the hungry. Yahweh frees the prisoners.
Psalms,146,8,Yahweh opens the eyes of the blind. Yahweh raises up those who are bowed down. Yahweh loves the righteous.
Psalms,146,9,"Yahweh preserves the foreigners. He upholds the fatherless and widow, but the way of the wicked he turns upside down."
Psalms,146,10,"Yahweh will reign forever; your God, O Zion, to all generations. Praise Yah!"
Psalms,147,1,"Praise Yah, for it is good to sing praises to our God; for it is pleasant and fitting to praise him."
Psalms,147,2,Yahweh builds up Jerusalem. He gathers together the outcasts of Israel.
Psalms,147,3,"He heals the broken in heart, and binds up their wounds."
Psalms,147,4,He counts the number of the stars. He calls them all by their names.
Psalms,147,5,"Great is our Lord, and mighty in power. His understanding is infinite."
Psalms,147,6,Yahweh upholds the humble. He brings the wicked down to the ground.
Psalms,147,7,"Sing to Yahweh with thanksgiving. Sing praises on the harp to our God,"
Psalms,147,8,"who covers the sky with clouds, who prepares rain for the earth, who makes grass grow on the mountains."
Psalms,147,9,"He provides food for the livestock, and for the young ravens when they call."
Psalms,147,10,He doesn’t delight in the strength of the horse. He takes no pleasure in the legs of a man.
Psalms,147,11,"Yahweh takes pleasure in those who fear him, in those who hope in his loving kindness."
Psalms,147,12,"Praise Yahweh, Jerusalem! Praise your God, Zion!"
Psalms,147,13,For he has strengthened the bars of your gates. He has blessed your children within you.
Psalms,147,14,He makes peace in your borders. He fills you with the finest of the wheat.
Psalms,147,15,He sends out his commandment to the earth. His word runs very swiftly.
Psalms,147,16,"He gives snow like wool, and scatters frost like ashes."
Psalms,147,17,He hurls down his hail like pebbles. Who can stand before his cold?
Psalms,147,18,"He sends out his word, and melts them. He causes his wind to blow, and the waters flow."
Psalms,147,19,He shows his word to Jacob; his statutes and his ordinances to Israel.
Psalms,147,20,He has not done this for just any nation. They don’t know his ordinances. Praise Yah!
Psalms,148,1,Praise Yah! Praise Yahweh from the heavens! Praise him in the heights!
Psalms,148,2,"Praise him, all his angels! Praise him, all his army!"
Psalms,148,3,"Praise him, sun and moon! Praise him, all you shining stars!"
Psalms,148,4,"Praise him, you heavens of heavens, You waters that are above the heavens."
Psalms,148,5,"Let them praise Yahweh’s name, For he commanded, and they were created."
Psalms,148,6,He has also established them forever and ever. He has made a decree which will not pass away.
Psalms,148,7,"Praise Yahweh from the earth, you great sea creatures, and all depths;"
Psalms,148,8,"lightning and hail, snow and clouds; stormy wind, fulfilling his word;"
Psalms,148,9,mountains and all hills; fruit trees and all cedars;
Psalms,148,10,wild animals and all livestock; small creatures and flying birds;
Psalms,148,11,kings of the earth and all peoples; princes and all judges of the earth;
Psalms,148,12,both young men and maidens; old men and children:
Psalms,148,13,"let them praise Yahweh’s name, for his name alone is exalted. His glory is above the earth and the heavens."
Psalms,148,14,"He has lifted up the horn of his people, the praise of all his saints; even of the children of Israel, a people near to him. Praise Yah!"
Psalms,149,1,"Praise Yahweh! Sing to Yahweh a new song, his praise in the assembly of the saints."
Psalms,149,2,Let Israel rejoice in him who made them. Let the children of Zion be joyful in their King.
Psalms,149,3,Let them praise his name in the dance! Let them sing praises to him with tambourine and harp!
Psalms,149,4,For Yahweh takes pleasure in his people. He crowns the humble with salvation.
Psalms,149,5,Let the saints rejoice in honor. Let them sing for joy on their beds.
Psalms,149,6,"May the high praises of God be in their mouths, and a two-edged sword in their hand;"
Psalms,149,7,"To execute vengeance on the nations, and punishments on the peoples;"
Psalms,149,8,"To bind their kings with chains, and their nobles with fetters of iron;"
Psalms,149,9,to execute on them the written judgment. All his saints have this honor. Praise Yah!
Jeremiah,36,1,"In the fourth year of Jehoiakim the son of Josiah, king of Judah, this word came to Jeremiah from Yahweh, saying,"
Jeremiah,36,2,"“Take a scroll of a book, and write in it all the words that I have spoken to you against Israel, and against Judah, and against all the nations, from the day I spoke to you, from the days of Josiah, even to this day."
Jeremiah,36,3,It may be that the house of Judah will hear all the evil which I intend to do to them; that they may each return from his evil way; that I may forgive their iniquity and their sin.”
Jeremiah,36,4,"Then Jeremiah called Baruch the son of Neriah; and Baruch wrote from the mouth of Jeremiah all Yahweh’s words, which he had spoken to him, on a scroll of a book."
Jeremiah,36,5,"Jeremiah commanded Baruch, saying, “I am restricted. I can’t go into Yahweh’s house."
Jeremiah,36,6,"Therefore you go, and read from the scroll which you have written from my mouth, Yahweh’s words, in the ears of the people in Yahweh’s house on the fast day. Also you shall read them in the ears of all Judah who come out of their cities."
Jeremiah,36,7,"It may be they will present their supplication before Yahweh, and will each return from his evil way; for Yahweh has pronounced great anger and wrath against this people.”"
Jeremiah,36,8,"Baruch the son of Neriah did according to all that Jeremiah the prophet commanded him, reading in the book Yahweh’s words in Yahweh’s house."
Jeremiah,36,9,"Now in the fifth year of Jehoiakim the son of Josiah, king of Judah, in the ninth month, all the people in Jerusalem, and all the people who came from the cities of Judah to Jerusalem, proclaimed a fast before Yahweh."
Jeremiah,36,10,"Then Baruch read the words of Jeremiah from the book in Yahweh’s house, in the room of Gemariah the son of Shaphan, the scribe, in the upper court, at the entry of the new gate of Yahweh’s house, in the ears of all the people."
Jeremiah,36,11,"When Micaiah the son of Gemariah, the son of Shaphan, had heard out of the book all Yahweh’s words,"
Jeremiah,36,12,"he went down into the king’s house, into the scribe’s room: and behold, all the princes were sitting there, Elishama the scribe, Delaiah the son of Shemaiah, Elnathan the son of Achbor, Gemariah the son of Shaphan, Zedekiah the son of Hananiah, and all the princes."
Jeremiah,36,13,"Then Micaiah declared to them all the words that he had heard, when Baruch read the book in the ears of the people."
Jeremiah,36,14,"Therefore all the princes sent Jehudi the son of Nethaniah, the son of Shelemiah, the son of Cushi, to Baruch, saying, “Take in your hand the scroll in which you have read in the ears of the people, and come.” So Baruch the son of Neriah took the scroll in his hand, and came to them."
Jeremiah,36,15,"They said to him, “Sit down now, and read it in our hearing.” So Baruch read it in their hearing."
Jeremiah,36,16,"Now when they had heard all the words, they turned in fear one toward another, and said to Baruch, “We will surely tell the king of all these words.”"
Jeremiah,36,17,"They asked Baruch, saying, “Tell us now, how did you write all these words at his mouth?”"
Jeremiah,36,18,"Then Baruch answered them, “He dictated all these words to me with his mouth, and I wrote them with ink in the book.”"
Jeremiah,36,19,"Then the princes said to Baruch, “You and Jeremiah go hide. Don’t let anyone know where you are.”"
Jeremiah,36,20,They went in to the king into the court; but they had laid up the scroll in the room of Elishama the scribe. Then they told all the words in the hearing of the king.
Jeremiah,36,21,"So the king sent Jehudi to get the scroll; and he took it out of the room of Elishama the scribe. Jehudi read it in the hearing of the king, and in the hearing of all the princes who stood beside the king."
Jeremiah,36,22,Now the king was sitting in the winter house in the ninth month; and there was a fire in the brazier burning before him.
Jeremiah,36,23,"When Jehudi had read three or four leaves, the king cut it with the penknife, and cast it into the fire that was in the brazier, until all the scroll was consumed in the fire that was in the brazier."
